"id_filial";"descricao_filial";"pedido_nulo";"total";"status_6";"status_8";"carrinho"
"7c87616b-79c9-4c6d-a81e-fae429ee0016";Spazio Calhau;2962;3019;38;16;2950
"7e7f208b-7b01-438d-8ff8-9608e2c56d10";Mix Mateus Tucuruí;103;103;0;0;103
"7e89fdc1-ab28-4896-8b61-caf125fcc618";Eletro Mateus Mauro Fecury;411;496;58;4;411
"8055d8fa-29cf-47f6-830d-01abe7f571a1";Mix Mateus Tamandaré;72;72;0;0;72
"8195b3fd-1f4a-4177-b080-0f1cc0c9b621";Eletro Mateus Pacajá;9;16;4;1;9
"82049581-1e50-4971-9b31-6ad760fddce0";Armazém - Mercearia;4;4;0;0;4
"82535930-48d5-424d-b22a-59cfbfbff0c0";Supermercado Camiño Grajaú;60;60;0;0;60
"82ae6f67-5ffb-41a3-bc0d-25742985e72c";Eletro Mateus Shopping da Ilha;682;837;116;15;681
"834a6831-0d05-4b9d-9f08-30c37b4a5f87";Mercado Teste;4;11;3;4;4
"854e0547-5076-42ea-8aea-43e4f1886fc2";Eletro Mateus Pedreiras;455;519;39;8;453
"857971ab-e1d2-4149-930b-a4740f4bcde0";Supermercado Mateus Buriticupu;92;92;0;0;92
"8887ca00-2c8a-4cd6-9582-ef4d03901d72";Eletro Mateus Buriticupu;395;505;70;6;395
"8ad46c85-addf-4b09-9478-a767a66141b6";Supermercado Mateus Canaã dos Carajás;1;1;0;0;1
"8c22adce-3a9f-463e-bb50-10ed07c9b497";Eletro Mateus União;65;78;7;2;65
"8d67e1d4-ae7e-4243-8336-aab970ba0a67";Mix Mateus Pedreiras;189;189;0;0;189
"8e83e360-4cbe-477f-97da-3472c5eb63fe";Eletro Mateus Maiobão;921;1087;118;12;921
"8f41aa43-b781-45bd-91c3-84abfcc7bf2b";Mix Mateus Abaetetuba;465;465;0;1;464
"911b326e-89b3-4e39-a5e0-e6fd89e6040a";Mix Mateus Petrolina;7475;10860;2911;122;7474
"916e640b-69c7-4db8-94d2-87e2f1e9e5a6";Eletro Mateus Pátio Norte Shopping;694;865;114;11;694
"922a5e84-8c0f-4be6-982b-132ddf097adb";Supermercado Mateus Barcarena;2970;5274;2017;57;2968
"92e71095-e30a-47b7-a80c-4fbf8994bdd8";Supermercado Camiño Rondon;20;20;0;0;20
"93b414d7-c9bf-42cb-ba55-ea289e24b7a7";Eletro Mateus Av. Tancredo Neves;127;139;6;1;127
"94b6919b-dcc5-40ca-bf6b-a6212b06aa32";Eletro Mateus Ulianópolis;221;318;66;5;221
"956c158c-5830-494d-abdc-b8e1104974dc";Eletro Mateus Batista Campos;112;138;10;0;112
"9659e61b-311f-4aa9-9300-616e5bd19bef";Monte Castelo;19;19;0;0;19
"966edfff-4c07-4d7c-a73b-38dfca4e224e";Supermercado Mateus Calhau;24982;44462;18587;406;24954
"97a3ef25-367c-4e44-8d23-9bf4c3aac210";Mix Mais Teixeira de Freitas;71;81;5;2;71
"9a58c075-cbaa-49bf-b2a5-8559397e6649";Supermercado Camiño Carolina;36;36;0;0;36
"9a7e73d5-3e4d-42a6-acc7-86bb696f80c5";Supermercado Mateus Pátio Norte Shopping;68;68;0;0;68
"9ab6da7f-aa4d-4598-95b2-885c6657cfb7";Mix Mateus Marabá;15331;23433;7083;351;15327
"9c343aed-913f-463b-80a1-1975a720971f";Boteco Gelado Petrolina;567;943;306;19;567
"9c6900e7-3ed5-4789-badb-da9095f4ddd5";Eletro Mateus Pinheiro;762;886;75;3;762
"9cae091f-8c8b-48fc-97a0-6678e221db2e";Eletro Mateus Getúlio Vargas;624;802;125;13;624
a1941a5f-636e-46e3-b860-5618b65c68c0;Supermercado Camiño Dom Eliseu;14;14;0;0;14
a1a1c7da-aad9-4bbb-9127-51421941c539;Supermercado Camiño Viana;59;59;0;0;59
a360672a-72a0-4bbd-9406-393f76572ec1;Supermercado Camiño São José de Ribamar;53;53;0;0;53
a38d9f27-6df8-4671-a82a-c2d942025f92;Mix Mateus Parque Alvorada - Atacado;1057;1343;256;6;1056
a39cf486-cdda-4b42-b6f7-48d486a62a21;Eletro Mateus Cidade Nova;195;232;24;3;195
a3a7acdf-a573-4e08-a531-4bbf3bbc406f;Eletro Mateus Chapadinha;475;563;53;2;474
a47e08c4-54bf-412c-b7f6-ab902132365f;Boteco Gelado Forquilha;8371;11294;2199;214;8365
a5a0ae4a-c0c1-426a-9f0b-719f02b7a2d0;Mix Mais Serraria;77;85;3;2;77
a7a26910-2d3a-43d6-a4af-65bec6e282d5;Eletro Mateus Grande Marabá;273;313;24;3;273
a7c71d6e-8c21-4446-bd62-afd9373d05c1;Camiño Barreirinhas - Centro;1896;4139;1898;101;1894
a86e4cc3-abf1-4fd3-86d4-8fc73974c9e8;Eletro Mateus Cajazeiras;1158;1361;136;10;1157
aaf3c5a7-029e-4f51-8ac0-c4e57d7b737c;Camiño Barreirinhas - Tapuio/Cantinho;2;2;0;0;2
ab11c5c7-52c3-45b5-ac34-4b438b6b9d3e;Mix Mateus Chapadinha;95;95;0;0;95
ab42ea9d-2a14-4d5e-8b13-884b4fbcef45;Eletro Mateus Alvorada;480;575;68;9;479
abd1264b-f5cd-4ebe-8358-206e878f5a1d;Eletro Supermercado Cidade Operária;665;777;64;12;665
ac12cf91-3910-4fd9-ab02-ac1c34fc0104;Eletro Mateus Goianésia;63;87;18;3;63
ac2e05a7-538d-4e6e-ae8c-48efc401ba91;Spazio Hiper Renascença;4148;4298;114;34;4129
ad7e264c-68ba-44a0-a38c-5bf012e8d244;Supermercado Camiño Rosário;24;24;0;0;24
ae3298d2-c42c-4aa9-a24a-469f01ee9f8d;Centro de Distribuição - 82 / Eletro;149;149;0;0;149
aee51acb-db47-4f96-95c7-eedee1e6089f;Boteco Gelado Parque Piauí;1;1;0;0;1
af1379b2-bc5c-4d4e-9d6c-576941d03f5a;Mix Mateus Açailândia;108;108;0;0;108
b01472ea-c8bb-4968-9062-d4dd320ed7ab;Eletro Mateus Velha Marabá;63;68;4;0;63
b1303101-b0d6-4eda-81c7-08facd5558fe;Loja Virtual Parque Piauí;11;11;0;0;11
b1fc893f-b62b-4e05-a7dd-8642f0be23a2;Mix Mateus Vinhais - Atacado;6905;9620;2326;84;6901
b229b0ab-c39e-4d4a-abc1-af69f19927cd;Supermercado Mateus Marambaia;157;157;0;0;157
b2493756-ea06-44aa-a12d-7fd6448bd291;Mix Santa Rita;594;961;299;28;593
b2d0f550-85f6-46d0-ae6a-8793348eaccb;Eletro Mateus Medicilândia;28;37;5;0;28
b347f0f1-f07c-47c6-8374-5ec30e10ff98;Loja Virtual João Paulo;1;1;0;0;1
b4af8266-c165-4269-85e8-56a343e48771;Eletro Mateus Mario Covas;387;440;35;0;387
b4bd8146-56f3-43d5-9961-964e45693718;Mix Mateus Olho D'água;9714;15024;4539;269;9709
b627695e-3067-4cc7-ad68-89cd9e409f2f;Eletro Mateus Tutóia;219;263;21;5;219
b6886110-18e9-4e68-8a01-b0e8072b2b28;Mix Codó;1401;1726;227;33;1401
b6a4b911-7719-44ee-ba20-22331398e908;Eletro Mateus Jacundá;45;49;4;0;45
b6df21ef-230d-49fd-897b-f87b167553a9;Mix Mateus Marituba;180;180;0;0;180
b6fa8a95-553b-4a28-819d-2d6f9506eb86;Eletro Mateus Feirinha do Bacuri;315;387;56;2;315
b71b9848-7430-4176-a6a7-6c71c97b9f12;Eletro Mateus Super Turu;1411;1747;254;25;1411
b749a737-a0e9-4b17-87b2-3c7ca88300b6;Mix Mateus Sobral;12713;19334;5823;237;12708
b7fcbaa3-4b28-4052-b4ae-bd973b101b73;Eletro Santa Rita;407;480;47;15;406
b8a5ee06-b7f7-4e89-b98b-c171b5d6b2b1;Eletro Mateus Curionópolis;17;26;8;0;17
b95f45bf-2649-4f95-86fe-d3c39fd25325;Eletro Mateus Ceasa;499;551;35;5;499
b985dd79-4bb7-4b5b-a9d4-f12e9416635f;Mix Mateus Balsas;1395;1858;394;18;1393
b9c9e379-f52e-4af8-b063-743209e16cce;Eletro Supermercado Castanhal;246;282;19;1;246
bab3b8c7-9ea9-4ca2-b946-527bd915d574;Supermercado Camiño Goianésia;24;24;0;0;24
bb4d9887-94d7-4c3f-b61f-e3e45d5cfeca;Supermercado Mateus Rua Ceará;105;105;0;0;105
bd096f21-654b-4571-b47b-1516c39d01f8;Supermercado Mateus Rio Anil Shopping;61;61;0;0;61
bd6b86ea-684e-461c-9c42-649cd8af5cf1;Supermercado Camiño São Cristovão;58;58;0;0;58
bdc4e700-aed3-41bd-8282-553c351d2e21;Eletro Mateus Barra do Corda;239;310;49;4;239
bebfe3de-692a-4ce6-ba78-b680f090bb72;Eletro Mateus Codó - Centro;305;362;31;3;305
bedc1c1d-8c34-4810-bfc3-82972594b610;Mix Mais - Centro de Distribuição;7340;8702;1138;66;7332
bf14aaea-0708-42be-a573-a4248081dea9;Supermercado Camiño Vargem Grande;27;27;0;0;27
bfc108d6-257c-4442-b31c-67957b80af2a;Mix Santa Inês;3107;4063;663;63;3106
c056865a-3bda-45b2-b3e3-70c2d4a0424d;Eletro Mateus Vargem Grande;188;250;33;5;187
c0bdcb22-2e79-4fe5-8339-83979eb1311d;Supermercado Camiño Santa Luzia;51;51;0;0;51
c0fdc588-3963-4be5-b6ad-7b9f8515196e;Eletro Mateus Maiobão 2 Tijupá Queimado;430;459;9;2;430
c227516a-e924-4069-ba8d-175b3046b9a7;Eletro Mateus Bragança;387;461;48;3;387
c27ce771-4b2f-4c6a-af41-c2ba407832ab;Eletro Mateus Parque Vitória;680;888;175;11;680
c373aff7-df80-40c0-aa45-93f7cd6f0ab2;Eletro Mateus Redenção;131;169;27;1;131
c3e7904e-b7e0-4544-84c4-868919fa57cd;Eletro Mateus Atins;13;13;0;0;13
c3e93391-7fc7-4717-b69b-bd358262bcae;Mix Mateus Teresina;16695;36239;18508;372;16678
c4106d0a-ded2-49bd-9f90-45419da164d5;Mix Mateus Trapiche;2079;2866;648;67;2079
c422a617-7241-46f6-a0f8-98d17a6e9950;Mix Urbano Santos;454;480;15;2;454
c477da13-a263-419b-b4ef-8cc4737fcbab;Mix Mateus Castanhal;227;227;0;0;227
c4b098bc-aec2-492a-b02b-bc06fed60234;Eletro Mateus Capanema;308;359;33;0;308
c4bd5fbc-1815-437c-aee1-6898b9896249;Mix Mateus João Paulo;382;382;0;0;382
c4f2761f-ac8d-4c15-bec8-8bf4cf5a64da;Mix Mateus Floriano;111;111;0;0;111
c4f89933-132c-48db-8bdb-2c5c1a10c0ec;Eletro Mateus Santa Maria;68;80;2;3;68
c5bfc1a2-0017-4eb1-ad24-7af795a69cf3;Supermercado Camiño Jacundá;41;41;0;0;41
c5c20712-46d9-4283-ac8f-27ea96ea8300;Eletro Mateus Guajajaras;953;1138;132;15;952
c60a70f0-1422-4884-8117-4e136c9cbb63;Eletro Mateus Castelo Branco;126;148;16;1;126
c714f048-ab9b-421a-9975-6aa01ece8bd8;Colégio Adventista Cohab;1;1;0;1;0
c739767b-6b9d-4555-80f2-e21fa9e2467a;Eletro Mateus Barreirinhas;867;1096;152;23;866
c7debf0e-df6b-4e19-8e70-e8937e1574cd;Boteco Gelado Juazeiro;279;530;210;20;279
c7e84285-ce17-42e8-817a-650b7700a34f;Supermercado Mateus Cajazeiras;35143;48166;8900;513;35122
c85e4184-cefa-41f6-a463-60a744bc2f11;Boteco Gelado Olho D'água;3576;4797;993;94;3567
c93a61a9-c2b6-4f59-b7b0-dd5b341f0506;Supermercado Camiño Coroatá;33;33;0;0;33
c95a102b-9ac8-4aea-83e6-df231c422d5d;Boteco Gelado Barreirinhas;316;677;294;30;315
ca086813-9b5f-43e8-a756-41817f6abf12;Eletro Mateus Paulino Neves;8;8;0;0;8
ca1d0ab6-4e6d-4afb-a189-6bb9dbc40b71;Mix Caxias;6;8;2;0;6
ca5ae415-946d-4a48-b6e3-2ec5c00dd441;Eletro Mateus Mix Mateus Bacuri;546;683;97;7;546
cb4baf8a-4e4e-451c-a99b-3c4ee50bb653;Mix Mateus Capanema;165;165;0;0;165
cb4beaec-8f64-4d11-9f68-cf9ab355ee83;Hiper Mateus Balsas;108;108;0;1;107
cb5f7cb1-10ca-4c59-b515-74b103a3334e;Mix Mais Vinhais;681;801;93;8;680
cd8160a8-bcad-48e9-bbdf-0d2f9877f09b;Mix Mateus Parque dos Carajás;164;164;0;0;164
cdc972b4-e431-4c86-aca5-e97785f3fa22;Mix Timon;3;5;2;0;3
cf8d5436-8bd1-4325-9cf7-6d58541ced53;Loja Virtual Sol Nascente;17;17;0;0;17
d06623b3-b994-42a6-8538-a559cf080f20;Vale do Gavião;7;7;0;0;7
d1276f44-c62c-4e0a-9e6b-c36283c9898b;Mix Mais Paragominas;20;22;1;0;20
d23fbf47-778c-4f0d-8240-2f83d3b99c70;Mix Mateus Balsas - Atacado;415;496;63;5;414
d2ed6351-40b7-4350-bfb1-1107876cd52e;Mix Mateus Aracaju;4336;5424;904;56;4334
d354e4ac-324e-4b4c-b106-a0347b8d644f;Supermercado Mateus Jaderlândia;86;86;0;0;86
d46b7baf-9475-4f0e-9166-3e09bb16d144;Eletro Mateus Caxias;1;1;0;0;1
d4739361-48e5-425a-8be0-e26eb427370e;Eletro Mateus Estreito;245;289;27;2;245
d662a427-0292-4e24-b047-d8aaab56c894;Mix Mateus Pinheiro;153;153;0;0;153
d6dc02cf-3048-43af-8527-9747341a5775;Eletro Supermercado Cohatrac V;502;588;69;4;502
d7885276-d517-4e66-9f5d-6c44a318baa2;Supermercado Camiño Tucumã;13;13;0;0;13
d7bec2d1-2134-41a1-85eb-03a26680d4d2;Eletro Mateus MixTamandaré;391;473;56;3;391
d7e45dde-e4a6-4de7-aa30-0f5766f95ffa;Mix Mateus Pedreira - Atacado;2691;3582;780;39;2691
d845a025-e1f9-402a-bdd9-17bf013deebd;Mix Mateus Belém;192;192;0;0;192
d85f32a2-0228-4dc0-a7e6-c2dce8a6c950;Mix Mateus Olho D'água - Atacado;26;39;10;2;26
d9882820-6bca-4e14-bf62-c201ce4f9fcb;Supermercado Mateus Açailândia;265;265;0;1;264
d98cf262-6201-4815-82b6-a6df3b60a67b;Eletro Mateus Floriano;211;247;21;4;211
d9b856e2-dbb0-4f6b-93ee-eb291702f406;Mix Mateus Forquilha;229;229;0;0;229
d9e2d33b-a273-4cdb-95ac-0e1490339f25;Mix Mateus Paragominas - Atacado;137;144;6;0;137
da3a525b-17e6-4055-a8e3-5fdae1a4701f;Centro de Distribuição - 85 / Eletro;46;46;0;0;46
da4aa396-3964-44ee-b50c-712553fa11c9;Mix Mateus Parque Alvorada;5140;9104;3598;78;5138
db8f3ee3-612c-4055-84d9-feef08229532;Loja Virtual Renato Parente;6;6;0;0;6
dc13041e-c706-4ac4-bd50-dde018b848f3;Supermercado Camiño Divinéia;25;25;0;0;25
dcab8cdc-c36a-4c4b-b0d7-83ad657853c0;Mais Fraldas Vinhais;2821;3718;684;16;2821
dd1ddceb-4573-44f8-9606-f26d0a7ce177;Supermercado Camiño Avenida Catulo;16;16;0;0;16
dd488947-9add-42d9-9128-578256dd0970;Supermercado Mateus Presidente Dutra;87;87;0;0;87
de082238-1300-4e51-8404-874591aae187;Colégio Adventista Cohama;4;4;0;0;4
de5b1980-f3ce-4fa7-8c08-571a95f9ab33;Eletro Mateus Bacabal;577;727;81;13;577
de60da7c-644b-434f-a85e-3c560fdbf5f2;Eletro Mateus Vilhena;101;116;7;0;101
deac89ac-f1ba-498b-a73c-dd782d6b35e8;Supermercado Camiño Anjo da Guarda;74;74;0;0;74
ded3fcc6-6a1e-4e48-8bb2-761b64dff4ed;Supermercado Camiño São Bernardo;38;38;0;0;38
def8215b-9978-4294-95f5-dfff20d670f4;Eletro Mateus Oswaldo Cruz;210;238;20;3;210
df055194-9997-4581-ad7e-6e88a86fe3d3;Eletro Mateus Augusto Montenegro;500;541;26;2;500
e02cecc4-036d-4af1-ad5c-fa4fc3015e0e;Eletro Mateus Itinga Maranhão;810;1169;155;11;810
e0819236-28ce-489d-bc2d-474528a7d1bc;Supermercado Mateus Shopping da Ilha;59;59;0;0;59
e0ca83ee-ba10-4dc9-9563-5f661b91edcd;Mix Mateus Bacuri;114;114;0;0;114
e0eb5184-8da4-43da-9632-aa3a8c1bde79;Eletro Mateus Grande São Luís;56856;62199;4155;588;56799
e1553b8b-4d29-4179-a852-2270ed34bfb4;Mix Mateus Parque Piauí;119;119;0;0;119
e1586832-cf32-4fba-b34c-5d693e8fb017;Eletro Mateus Cajueiro;114;129;10;0;114
e1fbe67d-08a9-4a3f-b4e6-b42bb02cdb54;Eletro Mateus Cidade Operária;784;953;112;13;783
e2c3cb8d-a8c1-49e5-9da2-d40576e5af03;Loja Virtual Calhau;20;20;0;1;19
e350daea-53d0-46e7-b9b6-2a637f056388;Eletro Mateus Cohab;688;811;97;6;687
e675f6a3-8e60-4270-b6dc-3effde6a41d6;Eletro Mateus Goiás;650;864;154;12;650
e79bc9b3-f6af-4b61-8925-c963ad7a0f59;Mix Mateus Babaçulândia;297;297;0;0;297
e79f1163-3607-42d5-99a4-b16d43384101;Camiño On-line Dom Eliseu Maranhão;52;66;1;4;52
e7ce6d88-7e89-4938-b274-f0d5b69349b2;Mix Barreirinhas - CD;654;927;205;18;654
e95a5976-3457-434d-a9a0-b5ad0887e302;Centro de Distribuição - 116 / Mercearia;682;689;0;9;676
ead71f52-6371-40e0-a84d-c53a79fd28f4;Eletro Mateus Bairro da Paz;115;150;25;0;115
eafd0349-ecca-403d-a6a9-76bc908e5daf;Mix Mateus Parauapebas;139;139;0;0;139
ed52dead-74fd-4579-9bab-c2ed20c73574;Pizzaria & Lanchonete | Mateus Cohama;4;5;0;1;4
edcdaaf9-7e59-4d3a-ac9d-7c728b7ef1be;Boteco Gelado Serraria;22;26;3;0;22
edd3994d-5b7e-4fd8-adb1-a806b1e13169;Mix Mateus Teixeira de Freitas;2089;3066;852;40;2089
ee6e174d-d6f6-4625-9c3f-314956816550;Mix Mateus Paragominas;523;700;148;8;523
eec5f5d3-2315-4c5b-937b-402642838c30;Eletro Mateus Piripiri;252;290;21;4;252
ef5ba3b9-94ba-4545-8a6d-7d34cb198a63;Eletro Mateus Açailândia;842;1031;128;6;842
f085fc98-bd85-438d-b9fc-8030254fdfd5;Supermercado Mateus Cohab;153;153;0;0;153
f0b953c9-a787-4684-8fc4-bc6e40bff4b2;Eletro Mateus Mercado Central;336;398;40;5;336
f0ebf97c-5a18-4cf4-ac37-2d709ba308db;Eletro Mateus Viana;336;391;33;4;336
f22a2db1-1d0e-4003-bb7f-8dd6d138d071;Aldebaran;6;6;0;0;6
f26674ea-a81c-4bff-ab3e-e601ee8351ec;Supermercado Mateus Codó;148;148;0;0;148
f3034746-b89d-4126-9cde-7de6e2564a84;Centro de Distribuição - 81 / Frios;47;48;0;1;47
f34c38df-6499-44f9-9281-ebef6e3e9e96;Eletro Supermercado Santa Inês;291;336;30;1;291
f35f42d5-183b-4611-9773-a01a39979b9d;Mix Mateus Teixeira de Freitas - Atacado;457;548;79;3;457
f37d9a82-b7a7-4fca-95f3-2df19f525a58;Mix Mateus Tirirical;207;207;0;0;207
f48a4429-fadc-4220-b469-fdad375a3494;Eletro Mateus Campina;96;112;12;2;96
f5622fa9-c6b8-4e39-beed-750a66f5f1ea;Mix Mateus Nova Marabá;71;71;0;0;71
f6ccc517-d35d-496b-a0c2-a4641a65af79;Mix Mateus Aracaju - Atacado;1579;1995;378;9;1579
f741f069-08b0-4a86-ae41-7aea06f2e123;Eletro Mateus Mix João Paulo;1356;1673;214;28;1354
f7e9617d-fd2c-43b6-98f3-4cc0aeb3b44b;Supermercado Mateus Castanhal;161;161;0;0;161
f8235328-4a3c-4ee7-95b3-544ba4922bed;Eletro Mateus Breu Branco;11;12;1;0;11
f9d89763-fdb2-4584-9760-0e6ca681578c;Mix Mais Petrolina;88;101;9;0;88
fbb1007f-376b-415e-af14-ab9049b71d8a;Supermercado Mateus Turuzinho;48;48;0;0;48
fed96a17-37b4-421c-81d1-faebbc224da0;Mix Mateus Trapiche - Atacado;1175;1367;162;16;1175
